"Var";"OxyTime";"PatchNo";"R";"G";"B";"L";"a";"b";"Lwc";"awc";"bwc"
"A24";240;15;0,703546840958606;0,380671023965142;0,337725490196078;50,5357312057202;32,0718496944125;21,0860838033761;49,763495951275;26,6008805156753;24,1190192518381
"A24";240;16;0,514962962962963;0,380409586056645;0,327773420479303;44,2833373271242;11,9621093140017;13,0886992294396;43,5836693818561;7,47704000490701;16,1170461184222
"A24";240;17;0,966544117647059;0,77046568627451;0,430514705882353;82,1060182427536;7,9971046696467;49,7625153204621;80,9673680079489;1,01457415253953;53,3642143759628
"A24";240;18;0,952435661764706;0,580652573529412;0,352941176470588;70,1587121761324;30,5434435644384;45,3016868746522;69,1587262465529;23,7621633006596;48,3902284003789
"A24";240;19;0,777925857843137;0,461381740196078;0,402680759803922;57,9489121831514;30,0241437263381;21,8529742303877;57,0906371483564;24,098739921936;25,2975909648893
"A24";240;20;0,647686887254902;0,506510416666667;0,420235906862745;56,9049980884418;10,6813935237136;17,230044927655;56,058839058866;5,36173513926841;20,8271424689432
"A24";240;21;0,970128676470588;0,818167892156863;0,533363970588235;85,5270290769554;4,36319271545649;41,0114025673528;84,348673481976;-2,75484302781742;45,2274919202951
"A24";240;22;0,946323529411765;0,695343137254902;0,452205882352941;77,0245631917224;16,3986693778193;40,6686808192907;75,9448899706692;9,53451697565782;44,3875726504977
"A24";240;23;0,943397671568627;0,638250612745098;0,516681985294118;73,8010505768336;25,3275784738623;27,8231943204182;72,7587904876309;18,4391948436706;31,9462909061502
"A24";240;24;0,950857843137255;0,816544117647059;0,691544117647059;85,6700151375269;7,32975812073011;20,2788827569004;84,49;0,120000000000009;25,47
"A24";300;1;0,760888888888889;0,466806100217865;0,181734204793028;56,956284562956;23,5212370411491;50,2092167565886;56,4060769061483;17,6832967753324;52,4537785920547
"A24";300;2;0,754614379084967;0,270204793028322;0,146492374727669;46,5063384273954;47,9640200741554;44,0622827124576;46,0349401618754;42,286747923189;45,9411988399862
"A24";300;3;0,347764705882353;0,0980915032679738;0,109071895424837;19,5875031457293;29,4087438561317;14,5091465494652;19,3191161680379;26,1254054944951;16,0257937060919
"A24";300;4;0,215076252723312;0,134222222222222;0,113952069716776;15,768420695528;9,10334497786808;7,50216864608704;15,5288357383708;6,58890737327217;9,08631913617209
"A24";300;5;0,848400871459695;0,525525054466231;0,213368191721133;63,3244899803913;25,2109658356894;53,9499859066598;62,7262558183718;18,8722702347255;56,4175912693073
"A24";300;6;0,815477124183007;0,338492374727669;0,174274509803922;52,1719209965901;45,8927603778022;47,0151389458633;51,6577951315422;39,856806513102;49,1083412610579
"A24";300;7;0,421490196078431;0,155712418300654;0,165960784313725;26,2270786841818;30,4691629214779;14,0038476389236;25,908618634361;26,6807649080154;15,9391769860603
"A24";300;8;0,277525054466231;0,171642701525054;0,144191721132898;21,0089491405302;11,5110338938053;9,68899645376889;20,7298421751809;8,55980773379478;11,4943617404324
"A24";300;9;0,890614379084967;0,640104575163399;0,290248366013072;71,6373327481547;15,0698609392893;54,2196938914888;70,976406389458;8,37739289111999;57,173370471559
"A24";300;10;0,876758169934641;0,414936819172113;0,230849673202614;58,3837018092808;42,9183115070441;47,0572362970437;57,8227291319805;36,5061844783656;49,5203923927911
"A24";300;11;0,537690631808279;0,23677559912854;0,240348583877996;35,8699380020616;32,854083284716;15,4749829679006;35,4787552928839;28,3116509535765;17,9252148335568
"A24";300;12;0,423128540305011;0,246657952069717;0,217376906318083;31,8209848528148;18,7283018838742;12,9696180947955;31,4603377587403;14,8212651941266;15,2834011515325
"A24";300;13;0,93921568627451;0,706127450980392;0,356617647058824;77,1992982099823;12,3648078474748;52,891643338451;76,4964256913032;5,33653253662586;56,2342763171695
"A24";300;14;0,921476715686275;0,52625612745098;0,304074754901961;65,9897762345828;33,8759895815862;46,5238059275104;65,3714415299791;27,1344220561099;49,4646711060509
"A24";300;15;0,702849673202614;0,37997385620915;0,336261437908497;50,4650259232898;32,0630997909642;21,2065918353249;49,9637727907874;26,4862787080114;24,2880754243787
"A24";300;16;0,509856209150327;0,377394335511983;0,324061002178649;43,9091492741652;11,7325349596862;13,1185488378889;43,4573379896276;7,12279167297319;16,1494330984165
"A24";300;17;0,966299019607843;0,770220588235294;0,432475490196078;82,0904917432423;8,04304504983433;49,4996412197377;81,3507317631327;0,766653575977938;53,2782927456166
"A24";300;18;0,950919117647059;0,579136029411765;0,351424632352941;70,020793685305;30,5664948293571;45,323947463505;69,3720586295952;23,6143188010231;48,5567361208273
"A24";300;19;0,772686887254902;0,461289828431373;0,400076593137255;57,7581426317759;29,4448206193058;21,9461251016981;57,2018876762086;23,405114929387;25,4328058955371
"A24";300;20;0,645298474945534;0,501507625272331;0,416540305010893;56,4919878507719;11,030191837295;17,1921213497331;55,9452817374927;5,52916855778801;20,8038911009793
"A24";300;21;0,969561887254902;0,815456495098039;0,53172487745098;85,3369144803426;4,62184091690682;40,9771245842952;84,5726712544388;-2,80580678838455;45,3101338612947
"A24";300;22;0,943382352941176;0,692401960784314;0,449264705882353;76,7560009348178;16,4278376509014;40,700651890158;76,0564715901572;9,33287486676237;44,5318335679519
"A24";300;23;0,939966299019608;0,634819240196078;0,513250612745098;73,486295127646;25,3620690898764;27,8581445686611;72,8114246205536;18,2861351920093;32,0362607585294
"A24";300;24;0,948039215686274;0,811274509803922;0,687254901960784;85,2536150140308;7,61431993785444;20,2669581687223;84,49;0,120000000000009;25,47
"A24";360;1;0,761063180827887;0,466980392156863;0,181908496732026;56,9727261871779;23,5178532841304;50,2077672421254;56,444366897546;17,6340662149732;52,4863903787445
"A24";360;2;0,7360174291939;0,286623093681917;0,162684095860566;46,4384346069308;44,514720862278;41,6312556131836;45,9863488938381;38,8914541030527;43,6369850024924
"A24";360;3;0,346143790849673;0,0963834422657952;0,107538126361656;19,4197344209277;29,4305884668929;14,548722225565;19,1632777048995;26,1397762424699;16,0690507098388
"A24";360;4;0,21680174291939;0,136418300653595;0,112366013071895;15,9882887520378;8,87981299129195;8,09784642544573;15,7566774308682;6,33510843872184;9,68356415102015
"A24";360;5;0,847285403050109;0,524409586056645;0,213298474945534;63,2234077431966;25,2434205573193;53,8445025292301;62,6497903710013;18,8626163474006;56,3463170398269
"A24";360;6;0,814570806100218;0,336732026143791;0,174047930283224;52,0533938094747;46,0161608513777;46,9132691556122;51,5606529638335;39,9475998141871;49,0344787128127
"A24";360;7;0,421071895424837;0,155294117647059;0,165542483660131;26,184604851212;30,4736688478708;14,0151204043826;25,8791670662043;26,6648573877182;15,9655516812223
"A24";360;8;0,277995642701525;0,172113289760349;0,144592592592593;21,0623146583829;11,5029241033818;9,69496013114797;20,7939648341651;8,52525307893526;11,5190181995799
"A24";360;9;0,892949891067538;0,63681045751634;0,29042265795207;71,5015482309526;15,7713313059564;54,0715634477107;70,8679929524173;9,01613980772586;57,0625677082411
"A24";360;10;0,87921568627451;0,414501089324619;0,231337690631808;58,4574998919276;43,2159496871888;47,1018197479715;57,9183900928808;36,7484541104112;49,6009306810366
