"SourceFile";"Var";"Pic";"DateTime";"Nb";"Model";"ImageWidth";"ImageHeight";"FocusDistance";"FNumber";"ExposureTime";"ISO";"WB_RBLevels";"DOF";"FOV";"ShutterSpeed";"Aperture";"Flash";"FocalLength";"Quality";"RedBalance";"BlueBalance";"Time"
"./data/TuberColorSamples/A117/DSC_0059.NEF";"A117";"DSC_0059";2021-05-06 10:07:32;26;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.40625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,40625;750
"./data/TuberColorSamples/A117/DSC_0060.NEF";"A117";"DSC_0060";2021-05-06 10:08:02;27;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.40234375 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,40234375;780
"./data/TuberColorSamples/A117/DSC_0061.NEF";"A117";"DSC_0061";2021-05-06 10:08:32;28;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.40625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,40625;810
"./data/TuberColorSamples/A117/DSC_0062.NEF";"A117";"DSC_0062";2021-05-06 10:09:02;29;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.296875 2.41015625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,41015625;840
"./data/TuberColorSamples/A117/DSC_0063.NEF";"A117";"DSC_0063";2021-05-06 10:09:32;30;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;200;"1.30078125 2.40625 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,30078125;2,40625;870
"./data/TuberColorSamples/A14/DSC_0002.NEF";"A14";"DSC_0002";2021-05-18 09:21:39;1;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;220;"1.3046875 2.34375 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,3046875;2,34375;0
"./data/TuberColorSamples/A14/DSC_0003.NEF";"A14";"DSC_0003";2021-05-18 09:22:09;2;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;220;"1.3046875 2.34375 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,3046875;2,34375;30
"./data/TuberColorSamples/A14/DSC_0004.NEF";"A14";"DSC_0004";2021-05-18 09:22:39;3;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;220;"1.30078125 2.34375 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,30078125;2,34375;60
"./data/TuberColorSamples/A14/DSC_0005.NEF";"A14";"DSC_0005";2021-05-18 09:23:09;4;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;220;"1.296875 2.34375 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,34375;90
"./data/TuberColorSamples/A14/DSC_0006.NEF";"A14";"DSC_0006";2021-05-18 09:23:39;5;"NIKON D5600";6016;4016;0,668343917568615;3,5;0,01666666667;250;"1.296875 2.34375 1 1";"0.585894979797548 0.777798042676996";"65.9439600222343 0.86712522342482";0,01666666667;3,5;24;18;"RAW    ";1,296875;2,34375;120
